Ins,LB.2nd.Stage,Time.LB,OP.status,MP.Status,SP.Status,Num.Iteration,"#Avg,Iter",Gap,Total.Time,Avg.Total.Time,Total.Time.MP,Total.Time.SP,Avg.Time.MP,Avg.Time.SP,UB,LB,Obj.MP,Obj-F1F2,Obj-theta,Obj-SP,Num.OptCut,Num.NogoodCut
80_22,-1,0,-1,1,-1,1,,-1,3605.167215,,170.983249,3434.183966,170.983249,3434.183966,100000,80001,80001,80001,0,-1,-1,0
90_1,-1,0,-1,-1,-1,1,,-1,3605.092468,,3605.092468,0,3605.092468,0,100000,0.001,-1,-1,-1,-1,-1,0
90_2,-1,0,-1,-1,-1,1,,-1,3605.099233,,3605.099233,0,3605.099233,0,100000,0.001,-1,-1,-1,-1,-1,0
90_3,-1,0,-1,-1,-1,1,,-1,3605.103528,,3605.103528,0,3605.103528,0,100000,0.001,-1,-1,-1,-1,-1,0
90_4,-1,0,-1,1,-1,1,,-1,3623.710974,,466.126792,3157.584182,466.126792,3157.584182,100000,90002,90002,90002,0,-1,-1,0
90_5,-1,0,-1,1,-1,1,,-1,3945.969007,,477.491801,3468.477206,477.491801,3468.477206,100000,90002,90002,90002,0,-1,-1,0
80_23,-1,0,-1,1,-1,1,,-1,3613.010296,,413.961422,3199.048874,413.961422,3199.048874,100000,80002,80002,80002,0,-1,-1,0
80_24,-1,0,-1,1,-1,1,,-1,3605.208612,,384.709284,3220.499328,384.709284,3220.499328,100000,80002,80002,80002,0,-1,-1,0
80_25,-1,0,-1,1,-1,1,,-1,3605.118694,,151.141573,3453.977121,151.141573,3453.977121,100000,80001,80001,80001,0,-1,-1,0
80_26,-1,0,-1,-1,-1,1,,-1,3605.259809,,3605.259809,0,3605.259809,0,100000,0.001,-1,-1,-1,-1,-1,0
90_6,-1,0,-1,1,-1,1,,-1,3619.661179,,492.100739,3127.56044,492.100739,3127.56044,100000,90001,90001,90001,0,-1,-1,0
80_27,-1,0,-1,1,-1,1,,-1,3605.6767,,416.681561,3188.995139,416.681561,3188.995139,100000,80002,80002,80002,0,-1,-1,0
80_28,-1,0,-1,-1,-1,1,,-1,3605.060794,,3605.060794,0,3605.060794,0,100000,0.001,-1,-1,-1,-1,-1,0
80_30,-1,0,-1,1,-1,1,,-1,3605.138705,,311.026543,3294.112162,311.026543,3294.112162,100000,80002,80002,80002,0,-1,-1,0
80_29,-1,0,-1,1,-1,1,,-1,3605.311453,,197.555449,3407.756004,197.555449,3407.756004,100000,80001,80001,80001,0,-1,-1,0
90_7,-1,0,-1,1,-1,1,,-1,3606.64389,,556.15539,3050.4885,556.15539,3050.4885,100000,90002,90002,90002,0,-1,-1,0
90_10,-1,0,-1,1,-1,1,,-1,3611.60272,,452.742204,3158.860516,452.742204,3158.860516,100000,90002,90002,90002,0,-1,-1,0
90_11,-1,0,-1,1,-1,1,,-1,3611.323786,,316.668794,3294.654992,316.668794,3294.654992,100000,90004,90004,90004,0,-1,-1,0
90_12,-1,0,-1,1,-1,1,,-1,3640.264955,,226.958857,3413.306098,226.958857,3413.306098,100000,90001,90001,90001,0,-1,-1,0
90_8,-1,0,-1,1,-1,1,,-1,3606.538754,,1034.06021,2572.478544,1034.06021,2572.478544,100000,90002,90002,90002,0,-1,-1,0
90_9,-1,0,-1,1,-1,1,,-1,3736.10103,,625.370892,3110.730138,625.370892,3110.730138,100000,90001,90001,90001,0,-1,-1,0
90_13,-1,0,-1,1,-1,1,,-1,3629.082137,,926.701937,2702.3802,926.701937,2702.3802,100000,90002,90002,90002,0,-1,-1,0
90_14,-1,0,-1,-1,-1,1,,-1,3605.102731,,3605.102731,0,3605.102731,0,100000,0.001,-1,-1,-1,-1,-1,0
90_18,-1,0,-1,-1,-1,1,,-1,3605.10036,,3605.10036,0,3605.10036,0,100000,0.001,-1,-1,-1,-1,-1,0
90_17,-1,0,-1,1,-1,1,,-1,3607.952484,,203.107712,3404.844772,203.107712,3404.844772,100000,90002,90002,90002,0,-1,-1,0
90_16,-1,0,-1,1,-1,1,,-1,3618.4186,,296.113577,3322.305023,296.113577,3322.305023,100000,90001,90001,90001,0,-1,-1,0
90_15,-1,0,-1,1,-1,1,,-1,3643.211364,,1166.170051,2477.041313,1166.170051,2477.041313,100000,90003,90003,90003,0,-1,-1,0
90_19,-1,0,-1,1,-1,1,,-1,3614.559519,,294.648372,3319.911147,294.648372,3319.911147,100000,90002,90002,90002,0,-1,-1,0
90_20,-1,0,-1,-1,-1,1,,-1,3605.285958,,3605.285958,0,3605.285958,0,100000,0.001,-1,-1,-1,-1,-1,0
90_21,-1,0,-1,1,-1,1,,-1,3606.436834,,859.109825,2747.327009,859.109825,2747.327009,100000,90002,90002,90002,0,-1,-1,0
90_22,-1,0,-1,1,-1,1,,-1,3606.248641,,731.382039,2874.866602,731.382039,2874.866602,100000,90003,90003,90003,0,-1,-1,0
90_23,-1,0,-1,1,-1,1,,-1,3648.406483,,1573.124896,2075.281587,1573.124896,2075.281587,100000,90002,90002,90002,0,-1,-1,0
90_24,-1,0,-1,1,-1,1,,-1,3726.282419,,524.625748,3201.656671,524.625748,3201.656671,100000,90002,90002,90002,0,-1,-1,0
90_25,-1,0,-1,1,-1,1,,-1,3610.397586,,462.88675,3147.510836,462.88675,3147.510836,100000,90002,90002,90002,0,-1,-1,0
90_26,-1,0,-1,1,-1,1,,-1,3607.603615,,287.202343,3320.401272,287.202343,3320.401272,100000,90004,90004,90004,0,-1,-1,0
90_27,-1,0,-1,1,-1,1,,-1,3611.543388,,191.211069,3420.332319,191.211069,3420.332319,100000,90001,90001,90001,0,-1,-1,0
100_1,-1,0,-1,1,-1,1,,-1,3608.476534,,934.854147,2673.622387,934.854147,2673.622387,100000,100003,100003,100003,0,-1,-1,0
100_2,-1,0,-1,-1,-1,1,,-1,3605.608503,,3605.608503,0,3605.608503,0,100000,0.001,-1,-1,-1,-1,-1,0
100_3,-1,0,-1,-1,-1,1,,-1,3605.075704,,3605.075704,0,3605.075704,0,100000,0.001,-1,-1,-1,-1,-1,0
100_6,-1,0,-1,-1,-1,1,,-1,3605.09287,,3605.09287,0,3605.09287,0,100000,0.001,-1,-1,-1,-1,-1,0
100_9,-1,0,-1,1,-1,1,,-1,3610.142568,,496.891939,3113.250629,496.891939,3113.250629,100000,100002,100002,100002,0,-1,-1,0
100_8,-1,0,-1,1,-1,1,,-1,3608.359416,,701.376672,2906.982744,701.376672,2906.982744,100000,100004,100004,100004,0,-1,-1,0
100_10,-1,0,-1,1,-1,1,,-1,3670.494842,,615.36003,3055.134812,615.36003,3055.134812,100000,100005,100005,100005,0,-1,-1,0
100_7,-1,0,-1,1,-1,1,,-1,3613.63513,,1110.458939,2503.176191,1110.458939,2503.176191,100000,100002,100002,100002,0,-1,-1,0
100_4,-1,0,-1,1,-1,1,,-1,3606.98604,,1167.508894,2439.477146,1167.508894,2439.477146,100000,100004,100004,100004,0,-1,-1,0
100_5,-1,0,-1,1,-1,1,,-1,3655.327871,,2238.064579,1417.263292,2238.064579,1417.263292,100000,100002,100002,100002,0,-1,-1,0
100_11,-1,0,-1,1,-1,1,,-1,3645.562237,,2749.303352,896.258885,2749.303352,896.258885,100000,100003,100003,100003,0,-1,-1,0
100_12,-1,0,-1,-1,-1,1,,-1,3605.221572,,3605.221572,0,3605.221572,0,100000,0.001,-1,-1,-1,-1,-1,0
100_13,-1,0,-1,1,-1,1,,-1,3652.499877,,2501.392787,1151.10709,2501.392787,1151.10709,100000,100001,100001,100001,0,-1,-1,0
100_14,-1,0,-1,1,-1,1,,-1,3622.959339,,286.606871,3336.352468,286.606871,3336.352468,100000,100002,100002,100002,0,-1,-1,0
100_16,-1,0,-1,1,-1,1,,-1,3612.911867,,628.893678,2984.018189,628.893678,2984.018189,100000,100002,100002,100002,0,-1,-1,0
100_15,-1,0,-1,1,-1,1,,-1,3661.571167,,734.871465,2926.699702,734.871465,2926.699702,100000,100002,100002,100002,0,-1,-1,0
100_17,-1,0,-1,1,-1,1,,-1,3607.336119,,345.66202,3261.674099,345.66202,3261.674099,100000,100001,100001,100001,0,-1,-1,0
100_18,-1,0,-1,-1,-1,1,,-1,3605.121193,,3605.121193,0,3605.121193,0,100000,0.001,-1,-1,-1,-1,-1,0
100_19,-1,0,-1,-1,-1,1,,-1,3605.048004,,3605.048004,0,3605.048004,0,100000,0.001,-1,-1,-1,-1,-1,0
100_20,-1,0,-1,1,-1,1,,-1,3606.739783,,530.914411,3075.825372,530.914411,3075.825372,100000,100003,100003,100003,0,-1,-1,0
100_21,-1,0,-1,-1,-1,1,,-1,3605.769223,,3605.769223,0,3605.769223,0,100000,0.001,-1,-1,-1,-1,-1,0
100_23,-1,0,-1,-1,-1,1,,-1,3605.07767,,3605.07767,0,3605.07767,0,100000,0.001,-1,-1,-1,-1,-1,0
100_22,-1,0,-1,-1,-1,1,,-1,3605.078094,,3605.078094,0,3605.078094,0,100000,0.001,-1,-1,-1,-1,-1,0
100_25,-1,0,-1,-1,-1,1,,-1,3605.166356,,3605.166356,0,3605.166356,0,100000,0.001,-1,-1,-1,-1,-1,0
100_26,-1,0,-1,1,-1,1,,-1,3607.056445,,1267.171812,2339.884633,1267.171812,2339.884633,100000,100003,100003,100003,0,-1,-1,0
100_24,-1,0,-1,1,-1,1,,-1,3617.208808,,1392.078476,2225.130332,1392.078476,2225.130332,100000,100002,100002,100002,0,-1,-1,0
100_27,-1,0,-1,-1,-1,1,,-1,3605.159448,,3605.159448,0,3605.159448,0,100000,0.001,-1,-1,-1,-1,-1,0
100_28,-1,0,-1,-1,-1,1,,-1,3605.196616,,3605.196616,0,3605.196616,0,100000,0.001,-1,-1,-1,-1,-1,0
90_28,-1,0,-1,-1,-1,1,,-1,3605.061878,,3605.061878,0,3605.061878,0,100000,0.001,-1,-1,-1,-1,-1,0
110_3,-1,0,-1,-1,-1,1,,-1,3605.055719,,3605.055719,0,3605.055719,0,100000,0.001,-1,-1,-1,-1,-1,0
90_29,-1,0,-1,-1,-1,1,,-1,3605.12728,,3605.12728,0,3605.12728,0,100000,0.001,-1,-1,-1,-1,-1,0
100_29,-1,0,-1,-1,-1,1,,-1,3605.098716,,3605.098716,0,3605.098716,0,100000,0.001,-1,-1,-1,-1,-1,0
100_30,-1,0,-1,-1,-1,1,,-1,3605.1015,,3605.1015,0,3605.1015,0,100000,0.001,-1,-1,-1,-1,-1,0
110_1,-1,0,-1,-1,-1,1,,-1,3605.083414,,3605.083414,0,3605.083414,0,100000,0.001,-1,-1,-1,-1,-1,0
90_30,-1,0,-1,1,-1,1,,-1,3612.890677,,193.387067,3419.50361,193.387067,3419.50361,100000,90002,90002,90002,0,-1,-1,0
110_2,-1,0,-1,1,-1,1,,-1,3644.426359,,525.993634,3118.432725,525.993634,3118.432725,100000,110004,110004,110004,0,-1,-1,0
110_4,-1,0,-1,1,-1,1,,-1,3609.180809,,899.252383,2709.928426,899.252383,2709.928426,100000,110002,110002,110002,0,-1,-1,0
110_5,-1,0,-1,-1,-1,1,,-1,3605.036932,,3605.036932,0,3605.036932,0,100000,0.001,-1,-1,-1,-1,-1,0
110_7,-1,0,-1,-1,-1,1,,-1,3605.219668,,3605.219668,0,3605.219668,0,100000,0.001,-1,-1,-1,-1,-1,0
110_6,-1,0,-1,1,-1,1,,-1,3628.793035,,810.451989,2818.341046,810.451989,2818.341046,100000,110003,110003,110003,0,-1,-1,0
110_8,-1,0,-1,1,-1,1,,-1,3645.109688,,3503.099361,142.010327,3503.099361,142.010327,100000,110002,110002,110002,0,-1,-1,0
110_9,-1,0,-1,-1,-1,1,,-1,3605.193109,,3605.193109,0,3605.193109,0,100000,0.001,-1,-1,-1,-1,-1,0
110_10,-1,0,-1,1,-1,1,,-1,3738.486867,,499.548998,3238.937869,499.548998,3238.937869,100000,110003,110003,110003,0,-1,-1,0
110_11,-1,0,-1,-1,-1,1,,-1,3605.266505,,3605.266505,0,3605.266505,0,100000,0.001,-1,-1,-1,-1,-1,0
110_12,-1,0,-1,-1,-1,1,,-1,3605.299365,,3605.299365,0,3605.299365,0,100000,0.001,-1,-1,-1,-1,-1,0
110_13,-1,0,-1,1,-1,1,,-1,3612.968089,,1008.339104,2604.628985,1008.339104,2604.628985,100000,110004,110004,110004,0,-1,-1,0
110_15,-1,0,-1,-1,-1,1,,-1,3605.214988,,3605.214988,0,3605.214988,0,100000,0.001,-1,-1,-1,-1,-1,0
110_14,-1,0,-1,1,-1,1,,-1,3658.792489,,1900.078381,1758.714108,1900.078381,1758.714108,100000,110004,110004,110004,0,-1,-1,0
110_23,-1,0,-1,-1,-1,1,,-1,3605.12395,,3605.12395,0,3605.12395,0,100000,0.001,-1,-1,-1,-1,-1,0
110_16,-1,0,-1,-1,-1,1,,-1,3605.044392,,3605.044392,0,3605.044392,0,100000,0.001,-1,-1,-1,-1,-1,0
110_20,-1,0,-1,1,-1,1,,-1,3608.232216,,2066.442171,1541.790045,2066.442171,1541.790045,100000,110002,110002,110002,0,-1,-1,0
110_21,-1,0,-1,1,-1,1,,-1,3610.714432,,2043.630448,1567.083984,2043.630448,1567.083984,100000,110004,110004,110004,0,-1,-1,0
110_18,-1,0,-1,1,-1,1,,-1,3608.571989,,1744.286438,1864.285551,1744.286438,1864.285551,100000,110002,110002,110002,0,-1,-1,0
110_22,-1,0,-1,1,-1,1,,-1,3689.823607,,471.389104,3218.434503,471.389104,3218.434503,100000,110003,110003,110003,0,-1,-1,0
110_17,-1,0,-1,1,-1,1,,-1,3735.445069,,3190.698817,544.746252,3190.698817,544.746252,100000,110003,110003,110003,0,-1,-1,0
110_19,-1,0,-1,1,-1,1,,-1,3850.205779,,3573.691636,276.514143,3573.691636,276.514143,100000,110003,110003,110003,0,-1,-1,0
110_24,-1,0,-1,-1,-1,1,,-1,3605.208597,,3605.208597,0,3605.208597,0,100000,0.001,-1,-1,-1,-1,-1,0
110_28,-1,0,-1,1,-1,1,,-1,3610.315442,,394.090109,3216.225333,394.090109,3216.225333,100000,110004,110004,110004,0,-1,-1,0
110_26,-1,0,-1,1,-1,1,,-1,3666.640396,,2203.399366,1463.24103,2203.399366,1463.24103,100000,110004,110004,110004,0,-1,-1,0
110_27,-1,0,-1,1,-1,1,,-1,3759.011131,,2107.175758,1651.835373,2107.175758,1651.835373,100000,110002,110002,110002,0,-1,-1,0
110_25,-1,0,-1,1,-1,1,,-1,3792.222608,,3500.49744,291.725168,3500.49744,291.725168,100000,110004,110004,110004,0,-1,-1,0
110_29,-1,0,-1,-1,-1,1,,-1,3605.188143,,3605.188143,0,3605.188143,0,100000,0.001,-1,-1,-1,-1,-1,0
110_30,-1,0,-1,1,-1,1,,-1,3621.536212,,460.56691,3160.969302,460.56691,3160.969302,100000,110001,110001,110001,0,-1,-1,0
120_4,-1,0,-1,-1,-1,1,,-1,3605.034263,,3605.034263,0,3605.034263,0,100000,0.001,-1,-1,-1,-1,-1,0
120_3,-1,0,-1,-1,-1,1,,-1,3605.015029,,3605.015029,0,3605.015029,0,100000,0.001,-1,-1,-1,-1,-1,0
120_5,-1,0,-1,-1,-1,1,,-1,3605.066281,,3605.066281,0,3605.066281,0,100000,0.001,-1,-1,-1,-1,-1,0
120_6,-1,0,-1,-1,-1,1,,-1,3605.160652,,3605.160652,0,3605.160652,0,100000,0.001,-1,-1,-1,-1,-1,0
120_8,-1,0,-1,-1,-1,1,,-1,3605.234632,,3605.234632,0,3605.234632,0,100000,0.001,-1,-1,-1,-1,-1,0
120_11,-1,0,-1,-1,-1,1,,-1,3605.070734,,3605.070734,0,3605.070734,0,100000,0.001,-1,-1,-1,-1,-1,0
120_2,-1,0,-1,1,-1,1,,-1,3633.649535,,2642.213171,991.436364,2642.213171,991.436364,100000,120004,120004,120004,0,-1,-1,0
120_7,-1,0,-1,1,-1,1,,-1,3660.812404,,820.013453,2840.798951,820.013453,2840.798951,100000,120002,120002,120002,0,-1,-1,0
120_1,-1,0,-1,1,-1,1,,-1,3814.754271,,1793.515474,2021.238797,1793.515474,2021.238797,100000,120002,120002,120002,0,-1,-1,0
120_12,-1,0,-1,1,-1,1,,-1,3616.918931,,2388.807788,1228.111143,2388.807788,1228.111143,100000,120001,120001,120001,0,-1,-1,0
120_10,-1,0,-1,1,-1,1,,-1,3613.338953,,1049.905812,2563.433141,1049.905812,2563.433141,100000,120004,120004,120004,0,-1,-1,0
120_9,-1,0,-1,1,-1,1,,-1,3733.090649,,2834.811335,898.279314,2834.811335,898.279314,100000,120003,120003,120003,0,-1,-1,0
120_13,-1,0,-1,1,-1,1,,-1,3644.235511,,2269.977604,1374.257907,2269.977604,1374.257907,100000,120003,120003,120003,0,-1,-1,0
120_14,-1,0,-1,1,-1,1,,-1,3760.700046,,2024.244924,1736.455122,2024.244924,1736.455122,100000,120004,120004,120004,0,-1,-1,0
120_17,-1,0,-1,-1,-1,1,,-1,3605.112674,,3605.112674,0,3605.112674,0,100000,0.001,-1,-1,-1,-1,-1,0
120_18,-1,0,-1,-1,-1,1,,-1,3605.041707,,3605.041707,0,3605.041707,0,100000,0.001,-1,-1,-1,-1,-1,0
120_21,-1,0,-1,-1,-1,1,,-1,3605.090224,,3605.090224,0,3605.090224,0,100000,0.001,-1,-1,-1,-1,-1,0
120_19,-1,0,-1,-1,-1,1,,-1,3605.091518,,3605.091518,0,3605.091518,0,100000,0.001,-1,-1,-1,-1,-1,0
120_20,-1,0,-1,-1,-1,1,,-1,3605.05049,,3605.05049,0,3605.05049,0,100000,0.001,-1,-1,-1,-1,-1,0
120_23,-1,0,-1,-1,-1,1,,-1,3605.027435,,3605.027435,0,3605.027435,0,100000,0.001,-1,-1,-1,-1,-1,0
120_15,-1,0,-1,1,-1,1,,-1,3929.282954,,760.175452,3169.107502,760.175452,3169.107502,100000,120004,120004,120004,0,-1,-1,0
120_16,-1,0,-1,1,-1,1,,-1,3654.076675,,356.147898,3297.928777,356.147898,3297.928777,100000,110011,110011,110011,0,-1,-1,0
120_25,-1,0,-1,-1,-1,1,,-1,3605.027349,,3605.027349,0,3605.027349,0,100000,0.001,-1,-1,-1,-1,-1,0
120_24,-1,0,-1,1,-1,1,,-1,3611.575868,,1779.847675,1831.728193,1779.847675,1831.728193,100000,120004,120004,120004,0,-1,-1,0
120_22,-1,0,-1,1,-1,1,,-1,3639.509482,,2616.60595,1022.903532,2616.60595,1022.903532,100000,120004,120004,120004,0,-1,-1,0
120_26,-1,0,-1,-1,-1,1,,-1,3605.317475,,3605.317475,0,3605.317475,0,100000,0.001,-1,-1,-1,-1,-1,0
120_29,-1,0,-1,-1,-1,1,,-1,3605.07695,,3605.07695,0,3605.07695,0,100000,0.001,-1,-1,-1,-1,-1,0
120_28,-1,0,-1,-1,-1,1,,-1,3605.193721,,3605.193721,0,3605.193721,0,100000,0.001,-1,-1,-1,-1,-1,0
120_27,-1,0,-1,1,-1,1,,-1,3611.543028,,891.076429,2720.466599,891.076429,2720.466599,100000,120001,120001,120001,0,-1,-1,0
120_30,-1,0,-1,-1,-1,1,,-1,3605.080715,,3605.080715,0,3605.080715,0,100000,0.001,-1,-1,-1,-1,-1,0
